County,City,PostalCode,ModelYear,Make,Model,ElectricVehicleType,ElectricRange,MSRP,CAFVEligibility,Latitude,Longitude,CensusTract,ElectricUtility
King,Vancouver,98758,2016,Tesla,Kona Electric,BEV,123,52472,Eligible,46.41233233896735,-119.63684372947712,748843,Puget Sound Energy
Clark,Seattle,98801,2013,Ford,Leaf,BEV,100,65030,Eligible,48.486712741630534,-119.64153146109831,455446,Puget Sound Energy
Spokane,Seattle,98775,2017,Hyundai,Kona Electric,BEV,116,51849,Not Eligible,48.52222007661987,-122.43279773363366,643118,Puget Sound Energy
Clark,Spokane,99978,2014,BMW,i3,BEV,142,26541,Not Eligible,48.203829071168904,-122.69748677075022,316897,Avista
King,Vancouver,98725,2019,Chevrolet,i3,BEV,225,27765,Not Eligible,46.09091762328399,-117.12966237065285,876522,Puget Sound Energy
Spokane,Tacoma,98199,2013,BMW,Bolt,BEV,194,68074,Eligible,48.3763051073897,-120.94082539725525,963498,Puget Sound Energy
Clark,Everett,98944,2012,Chevrolet,Kona Electric,BEV,56,62259,Eligible,48.19237695734555,-122.02175876329706,890023,Avista
Spokane,Seattle,98078,2020,Ford,Model 3,BEV,318,54283,Eligible,47.58853046537176,-122.38639046104656,193878,Avista
Pierce,Everett,99936,2023,Tesla,Model 3,BEV,53,60851,Eligible,46.680207123091336,-119.16058886170897,225407,Tacoma Power
Pierce,Everett,98955,2014,Hyundai,Bolt,BEV,187,79508,Not Eligible,46.41878011493291,-119.53860556737268,741157,Avista
Clark,Spokane,99878,2022,Tesla,Bolt,PHEV,280,59625,Eligible,45.92661224228126,-119.31691120058179,357716,Seattle City Light
Spokane,Vancouver,98855,2012,BMW,Bolt,BEV,137,25769,Eligible,47.28414973415305,-122.92796082117556,907827,Avista
King,Seattle,99196,2018,Tesla,Model 3,BEV,66,42806,Not Eligible,47.54841306428446,-117.69202520726016,116738,Avista
Clark,Everett,98466,2021,Ford,i3,PHEV,101,49982,Eligible,46.757686466805254,-120.96976842074119,233703,Puget Sound Energy
Pierce,Seattle,98580,2016,Hyundai,Bolt,BEV,183,27972,Eligible,47.16375673688304,-121.46309885820267,773265,Tacoma Power
Pierce,Tacoma,99439,2016,BMW,Leaf,BEV,260,43256,Not Eligible,46.772300600792434,-120.4946505928897,643344,Puget Sound Energy
Clark,Spokane,98939,2012,Hyundai,Bolt,BEV,268,63367,Not Eligible,47.74352120062245,-120.96457057264041,865034,Tacoma Power
Spokane,Tacoma,98448,2020,Chevrolet,Mustang Mach-E,BEV,254,43653,Not Eligible,48.65440722728797,-117.88674947959555,610241,Puget Sound Energy
Pierce,Seattle,98086,2018,Tesla,Bolt,BEV,260,63043,Eligible,46.07372091716431,-117.4598036612137,483800,Seattle City Light
Spokane,Seattle,98100,2019,Hyundai,Model 3,BEV,326,46133,Eligible,46.83493083466093,-121.52755409307755,739604,Puget Sound Energy
Pierce,Vancouver,99031,2020,Nissan,Kona Electric,BEV,73,64339,Not Eligible,45.993040113828016,-117.8844172515103,790807,Puget Sound Energy
Pierce,Everett,98844,2017,Tesla,Bolt,PHEV,53,50757,Eligible,47.687303196427415,-118.42009965803507,678706,Seattle City Light
Snohomish,Everett,99223,2023,Chevrolet,Kona Electric,BEV,201,62840,Eligible,48.05104678321008,-117.44975012975905,923622,Seattle City Light
Pierce,Tacoma,99528,2016,Hyundai,Mustang Mach-E,BEV,308,67399,Not Eligible,48.761694564091094,-121.90262297079173,126014,Avista
King,Spokane,98086,2017,BMW,Leaf,PHEV,217,69013,Eligible,46.47605174191338,-119.74976552421364,828359,Puget Sound Energy
Clark,Everett,98042,2022,Chevrolet,Kona Electric,BEV,225,57069,Not Eligible,48.82573922052901,-121.7154601991871,863277,Seattle City Light
Clark,Vancouver,99408,2013,Nissan,i3,PHEV,340,39706,Eligible,45.72141935137236,-118.14338581185157,281350,Seattle City Light
Spokane,Tacoma,99644,2015,Hyundai,Bolt,BEV,105,63231,Eligible,47.61054852177606,-123.46539276128809,888212,Avista
Pierce,Tacoma,99458,2014,Ford,Mustang Mach-E,PHEV,157,52909,Eligible,45.69996451770165,-119.82867544123843,584859,Tacoma Power
King,Vancouver,98407,2018,Tesla,Mustang Mach-E,BEV,345,65218,Not Eligible,48.628209657166806,-121.29517769673254,814618,Seattle City Light
Spokane,Spokane,99506,2020,BMW,Kona Electric,PHEV,190,36095,Eligible,47.35433169974519,-121.40255590399417,590339,Seattle City Light
Snohomish,Vancouver,98663,2016,Ford,Leaf,PHEV,204,45343,Eligible,47.84271922766979,-119.30810889487805,142192,Puget Sound Energy
Spokane,Spokane,99040,2017,Hyundai,Model 3,BEV,311,51469,Not Eligible,48.41050874068658,-117.96535107945904,991307,Avista
Spokane,Vancouver,99668,2021,Hyundai,Bolt,BEV,322,26313,Not Eligible,46.02608717869389,-119.54022995594337,461273,Puget Sound Energy
Pierce,Vancouver,98147,2023,Chevrolet,Mustang Mach-E,BEV,281,32847,Not Eligible,45.63507046678347,-117.95437563879631,143923,Tacoma Power
Snohomish,Seattle,98276,2023,Hyundai,Leaf,BEV,290,75222,Eligible,48.576084010694984,-121.7801187727733,713484,Avista
Spokane,Tacoma,98231,2013,BMW,i3,BEV,307,34166,Eligible,46.602266296106265,-120.12323794402762,626683,Puget Sound Energy
King,Vancouver,99849,2014,Ford,Mustang Mach-E,BEV,298,34930,Not Eligible,45.95142617774508,-120.571512496064,464593,Seattle City Light
King,Vancouver,99950,2014,BMW,Leaf,BEV,126,28285,Not Eligible,47.1396143298048,-123.42430815322987,483891,Seattle City Light
Clark,Everett,98365,2023,Nissan,Model 3,BEV,229,60863,Eligible,47.59407126493606,-119.88072106958519,852744,Avista
Snohomish,Tacoma,99251,2023,Nissan,Model 3,BEV,115,41704,Eligible,45.60839711197879,-119.20009189304986,508995,Seattle City Light
Snohomish,Everett,99674,2020,Tesla,Mustang Mach-E,BEV,220,43705,Not Eligible,46.46213480389981,-119.65255637127605,695316,Puget Sound Energy
Clark,Tacoma,98435,2018,Tesla,Mustang Mach-E,BEV,71,25555,Eligible,45.614799559969136,-118.71418065790776,500327,Avista
Spokane,Everett,98398,2019,Nissan,Kona Electric,BEV,156,46323,Not Eligible,46.971173862184244,-119.786293065055,866751,Seattle City Light
Snohomish,Vancouver,99234,2022,Hyundai,Bolt,BEV,276,30432,Eligible,48.632850101731854,-123.06612334347008,765344,Seattle City Light
King,Vancouver,99414,2021,BMW,Leaf,BEV,265,26386,Eligible,48.93928344022749,-122.74310409344938,979608,Tacoma Power
King,Seattle,98498,2022,Nissan,Mustang Mach-E,BEV,118,78915,Not Eligible,47.72966643726269,-119.62291524596431,827688,Tacoma Power
Pierce,Everett,98539,2020,Tesla,Bolt,BEV,133,69007,Eligible,46.06573192824607,-121.71263525217134,355315,Avista
Snohomish,Spokane,98562,2017,Nissan,Kona Electric,BEV,152,35619,Eligible,48.67047286499757,-122.98230666127402,389068,Tacoma Power
Spokane,Seattle,99514,2015,Hyundai,Bolt,PHEV,88,31854,Eligible,47.30686738120021,-120.70758216758445,545919,Puget Sound Energy
Clark,Everett,98441,2023,Nissan,Mustang Mach-E,BEV,62,67964,Eligible,46.03812259236021,-119.89690311245624,394721,Seattle City Light
Clark,Everett,99284,2012,BMW,Model 3,BEV,346,73801,Not Eligible,48.72604334308082,-121.36315107572756,238783,Seattle City Light
Spokane,Seattle,98772,2019,Ford,Leaf,BEV,230,32637,Not Eligible,48.15114167753086,-118.81718093553245,709836,Seattle City Light
Pierce,Vancouver,98349,2018,Hyundai,Leaf,PHEV,317,46225,Not Eligible,48.06096845453103,-119.31549104734191,357288,Avista
Clark,Everett,99375,2013,Tesla,Model 3,PHEV,62,70730,Eligible,47.982132463280415,-121.33668065290414,593085,Avista
Snohomish,Vancouver,98519,2019,BMW,Mustang Mach-E,BEV,169,51739,Eligible,46.20118937383755,-118.59332856209436,595187,Tacoma Power
Pierce,Seattle,99343,2023,Nissan,Leaf,BEV,106,72708,Eligible,46.23852342097634,-119.28348222353527,749381,Seattle City Light
Snohomish,Vancouver,98137,2016,Nissan,Mustang Mach-E,PHEV,89,78019,Not Eligible,47.909025494495395,-119.35660503833364,335835,Seattle City Light
King,Tacoma,99573,2018,Ford,Kona Electric,BEV,177,35618,Not Eligible,46.26902962538639,-119.90271994488405,952987,Seattle City Light
Pierce,Spokane,99646,2015,Tesla,Mustang Mach-E,BEV,222,61561,Not Eligible,47.03535093881067,-123.42596715742441,451992,Seattle City Light
Clark,Everett,98991,2016,Tesla,Bolt,BEV,84,32373,Eligible,48.237006389578795,-118.97270330740022,306084,Seattle City Light
Pierce,Spokane,98367,2019,Chevrolet,Model 3,BEV,308,60281,Eligible,48.24383381334244,-121.05572835779049,894686,Puget Sound Energy
Pierce,Vancouver,99243,2012,Tesla,Mustang Mach-E,PHEV,54,45187,Eligible,47.08641620384051,-117.37303688396874,487554,Seattle City Light
Pierce,Everett,99360,2012,Ford,Kona Electric,PHEV,267,27327,Eligible,48.27266478396336,-118.18309898799816,853315,Puget Sound Energy
Pierce,Vancouver,99246,2015,Chevrolet,i3,PHEV,60,57391,Eligible,48.4351762866932,-119.67998594804646,570336,Seattle City Light
Snohomish,Tacoma,99671,2014,Chevrolet,Model 3,BEV,166,66577,Not Eligible,47.79171512949491,-121.86081711817475,308072,Avista
King,Seattle,99791,2021,Nissan,Leaf,PHEV,233,43549,Eligible,46.299490483079474,-122.17583694369517,348029,Avista
Spokane,Everett,98359,2023,Nissan,Bolt,BEV,165,77460,Eligible,46.45904123134942,-121.28749855509594,309047,Puget Sound Energy
Pierce,Tacoma,98920,2013,Tesla,Leaf,BEV,211,64220,Eligible,46.60194404393057,-120.40230836672988,465169,Seattle City Light
Clark,Tacoma,98328,2023,Chevrolet,Kona Electric,PHEV,116,32642,Not Eligible,45.90881437706883,-121.57557418474684,230509,Avista
Pierce,Everett,98961,2014,Nissan,Kona Electric,BEV,249,39435,Eligible,46.456058671294805,-120.15295827994886,862072,Avista
Clark,Vancouver,98462,2022,Ford,Leaf,BEV,80,58760,Not Eligible,46.23331728509386,-122.4250922341643,395107,Seattle City Light
Snohomish,Tacoma,98945,2022,Nissan,Model 3,BEV,124,63192,Not Eligible,47.09365062433011,-117.14486671663425,627561,Seattle City Light
Clark,Spokane,98962,2022,Hyundai,Leaf,PHEV,286,29381,Eligible,48.67953141755293,-122.79849039272754,639618,Avista
Spokane,Tacoma,99584,2012,Hyundai,Mustang Mach-E,BEV,115,56047,Not Eligible,45.86568110863885,-117.44236309224658,252566,Seattle City Light
King,Vancouver,99827,2012,Nissan,Leaf,BEV,119,44558,Eligible,48.020937733815884,-117.56174292588248,700710,Tacoma Power
Clark,Vancouver,99405,2017,Chevrolet,Bolt,BEV,346,55782,Eligible,47.90549051544595,-120.08515686817326,103212,Seattle City Light
Clark,Spokane,98835,2016,Chevrolet,Bolt,PHEV,69,29782,Not Eligible,45.83513969532175,-118.78808323306545,332131,Avista
King,Tacoma,99613,2019,BMW,i3,PHEV,275,50881,Not Eligible,48.7290034171703,-120.66568606317819,576657,Avista
Spokane,Vancouver,99640,2013,Hyundai,Bolt,BEV,248,79712,Eligible,47.48965270754887,-119.40477524597415,711882,Puget Sound Energy
Pierce,Everett,98168,2015,Ford,Leaf,BEV,88,65228,Eligible,46.77303932397489,-121.28625640676273,232152,Tacoma Power
Clark,Seattle,98216,2019,Chevrolet,Bolt,BEV,194,54409,Eligible,48.147885042233575,-121.54246637139461,394819,Avista
King,Seattle,98377,2023,Tesla,Model 3,PHEV,94,44462,Eligible,46.40077910440572,-119.74150638989816,122007,Tacoma Power
Snohomish,Seattle,98118,2017,Hyundai,Bolt,BEV,140,27983,Eligible,47.92728442966212,-120.26215711780412,738093,Seattle City Light
King,Tacoma,98189,2012,Ford,Mustang Mach-E,PHEV,287,56933,Eligible,45.638989226502865,-119.73301360052513,444785,Avista
Snohomish,Spokane,98766,2015,Ford,Model 3,BEV,119,71950,Eligible,48.437928131632454,-121.63670622163436,720103,Puget Sound Energy
Spokane,Vancouver,98369,2012,Chevrolet,i3,PHEV,215,27523,Not Eligible,47.068597964574614,-121.11477409318952,933247,Avista
Pierce,Everett,99801,2013,Ford,Mustang Mach-E,PHEV,179,34677,Eligible,47.728425200252794,-122.9546632559121,969914,Puget Sound Energy
King,Everett,98148,2016,Chevrolet,Leaf,BEV,263,35292,Eligible,46.274332369323396,-123.16020358023066,887071,Tacoma Power
Clark,Tacoma,99699,2019,Nissan,Leaf,PHEV,138,40089,Eligible,47.86975799430457,-121.85252865712539,425737,Puget Sound Energy
Spokane,Seattle,98651,2019,Hyundai,Leaf,BEV,301,29581,Not Eligible,48.20284096562647,-123.01739541435145,612164,Seattle City Light
King,Tacoma,99882,2022,BMW,Mustang Mach-E,BEV,121,36907,Eligible,47.1562461540954,-122.82546439387419,178038,Seattle City Light
Clark,Spokane,99511,2014,Nissan,Mustang Mach-E,BEV,214,30609,Eligible,47.66204423421628,-118.21596536493941,456043,Seattle City Light
King,Spokane,98769,2022,Hyundai,Mustang Mach-E,PHEV,98,76153,Eligible,47.097140733378396,-123.24732096939152,890168,Avista
Snohomish,Vancouver,98373,2015,Chevrolet,Model 3,BEV,101,75539,Not Eligible,48.62931979240246,-119.21687183942417,877794,Seattle City Light
King,Vancouver,98780,2021,Hyundai,Kona Electric,BEV,338,69143,Eligible,47.242542131800114,-121.7283746326999,116473,Seattle City Light
King,Spokane,99716,2022,Chevrolet,Model 3,BEV,327,47936,Not Eligible,48.44633048160087,-117.83495307539718,753059,Avista
King,Spokane,98159,2017,Nissan,Leaf,BEV,163,75182,Not Eligible,48.30473220394587,-120.34755015024625,225801,Tacoma Power
Spokane,Spokane,98350,2022,Tesla,Kona Electric,BEV,288,67725,Not Eligible,46.93676687471925,-121.51375301436913,994030,Seattle City Light
King,Tacoma,99935,2022,Tesla,Bolt,BEV,182,70723,Not Eligible,46.30529572150116,-120.13534691801867,710911,Seattle City Light
Clark,Spokane,99311,2021,Hyundai,Leaf,PHEV,323,58988,Eligible,46.921287463959196,-121.01727287620575,608252,Avista
Snohomish,Everett,99311,2014,Tesla,i3,BEV,215,54506,Eligible,48.39176081521327,-119.8320430796461,325097,Tacoma Power
Snohomish,Seattle,98891,2013,Chevrolet,Model 3,BEV,342,38163,Not Eligible,46.29671387536787,-122.75553635587873,398964,Tacoma Power
King,Spokane,99249,2017,Ford,Mustang Mach-E,BEV,292,71057,Eligible,47.33552721050212,-117.01956173171841,315933,Tacoma Power
Spokane,Seattle,98522,2022,Chevrolet,Model 3,BEV,187,37537,Eligible,48.321338617862615,-120.73388679497134,419733,Avista
Spokane,Tacoma,98521,2016,Ford,Mustang Mach-E,PHEV,128,47419,Not Eligible,46.73717116294932,-121.2365008419021,821167,Puget Sound Energy
Clark,Seattle,98782,2021,Nissan,Kona Electric,PHEV,219,67578,Eligible,47.74773372950944,-118.88363598594428,380558,Puget Sound Energy
King,Tacoma,98272,2016,BMW,i3,BEV,172,34455,Eligible,46.35971050917085,-121.13465385778034,489522,Seattle City Light
Snohomish,Everett,98935,2021,Ford,Kona Electric,PHEV,225,34063,Eligible,45.88247805878856,-118.08371701731308,124220,Seattle City Light
Spokane,Tacoma,99425,2016,Tesla,i3,PHEV,349,25834,Eligible,48.280344787824994,-120.54724029165723,684819,Seattle City Light
King,Tacoma,98182,2021,Chevrolet,Model 3,PHEV,131,57214,Not Eligible,45.846390181930474,-118.82287031377467,472146,Puget Sound Energy
Spokane,Vancouver,99992,2023,Nissan,Mustang Mach-E,BEV,136,52398,Eligible,46.449834882778546,-122.80155409312773,607409,Avista
Spokane,Spokane,99688,2016,Tesla,Kona Electric,PHEV,274,59492,Eligible,48.49288297699104,-118.00022529389177,797785,Seattle City Light
Snohomish,Spokane,98487,2014,Nissan,i3,BEV,65,27413,Eligible,46.71264250477533,-118.71783308594229,109387,Avista
Pierce,Everett,99850,2018,BMW,Leaf,BEV,212,34505,Not Eligible,48.90565872329957,-122.12384093999722,345752,Seattle City Light
Clark,Everett,98845,2017,Chevrolet,Leaf,BEV,147,62266,Not Eligible,48.92907017170851,-122.55564093665238,701103,Avista
Clark,Spokane,98123,2015,Hyundai,Kona Electric,BEV,205,27105,Eligible,46.43896607158745,-121.44409973328344,651872,Avista
Snohomish,Vancouver,98984,2013,Chevrolet,Mustang Mach-E,BEV,51,27568,Not Eligible,45.64342377787462,-117.15554119079262,669071,Puget Sound Energy
Spokane,Spokane,99649,2023,BMW,Kona Electric,BEV,218,67098,Eligible,47.96772149471883,-121.83059476531412,795169,Avista
King,Vancouver,98789,2020,Chevrolet,Model 3,BEV,141,74361,Not Eligible,47.078452759269204,-120.53517314184688,809687,Tacoma Power
Spokane,Everett,98413,2012,Hyundai,i3,PHEV,230,62679,Eligible,45.85263495385852,-123.30486853283732,748782,Puget Sound Energy
Snohomish,Seattle,99748,2022,Ford,Model 3,PHEV,280,76372,Not Eligible,47.97632986642315,-120.91802105781949,740102,Seattle City Light
Clark,Everett,99195,2015,Nissan,Leaf,BEV,197,74385,Eligible,45.609112181891724,-119.78641989968483,350139,Puget Sound Energy
Spokane,Everett,99311,2012,Hyundai,i3,PHEV,329,58560,Eligible,48.54568841672285,-117.30469001869822,600228,Tacoma Power
Clark,Tacoma,99458,2017,Tesla,Kona Electric,PHEV,238,39195,Eligible,45.98528385189656,-120.14121570788959,766217,Tacoma Power
King,Tacoma,98685,2015,BMW,Model 3,PHEV,177,71669,Not Eligible,45.945591575613534,-118.17580237984502,797621,Avista
Clark,Tacoma,98112,2016,Ford,Bolt,BEV,56,40762,Eligible,46.11485304289005,-119.94367032330214,960020,Tacoma Power
Clark,Tacoma,98887,2016,Tesla,Mustang Mach-E,BEV,96,77262,Not Eligible,48.86093225472223,-123.23489741266913,346509,Tacoma Power
Pierce,Vancouver,99940,2020,Tesla,Mustang Mach-E,PHEV,102,76318,Eligible,47.92609276088846,-121.45244621126646,113580,Tacoma Power
Pierce,Spokane,98121,2012,BMW,Bolt,BEV,236,66294,Eligible,48.30480037412273,-119.75892819909782,642528,Tacoma Power
Pierce,Seattle,99567,2013,Ford,Leaf,BEV,87,40898,Eligible,46.891722450064634,-117.3211392214477,878639,Seattle City Light
Clark,Everett,99245,2017,Tesla,i3,BEV,275,46577,Not Eligible,46.67709454626734,-117.91565266161699,445590,Seattle City Light
Snohomish,Vancouver,99654,2016,Tesla,Mustang Mach-E,BEV,102,26214,Eligible,46.3206940237411,-122.0156885078375,568968,Puget Sound Energy
Clark,Seattle,98038,2022,Ford,Bolt,BEV,273,45803,Not Eligible,47.182268099093434,-122.06928610487543,990965,Avista
Snohomish,Vancouver,98496,2018,Chevrolet,Kona Electric,BEV,203,73114,Not Eligible,47.43140056736959,-122.19237571375965,878559,Seattle City Light
Snohomish,Vancouver,98779,2014,Tesla,Bolt,BEV,97,48698,Not Eligible,47.711211952784645,-117.50375717403372,583663,Tacoma Power
Pierce,Everett,99256,2014,Nissan,Leaf,PHEV,196,57980,Eligible,46.39991476399543,-117.95767000483882,528082,Avista
Spokane,Spokane,98942,2021,Ford,Leaf,PHEV,113,26658,Not Eligible,48.82028928316047,-118.46325769035583,705262,Seattle City Light
King,Tacoma,99553,2013,Tesla,Model 3,BEV,231,37270,Not Eligible,46.09415474372498,-120.94722175754252,697689,Puget Sound Energy
Pierce,Spokane,98148,2014,BMW,Mustang Mach-E,PHEV,174,71797,Eligible,48.87978611168244,-120.22152542205802,313165,Tacoma Power
Pierce,Everett,99420,2021,Hyundai,Model 3,BEV,228,62792,Not Eligible,45.55199642877626,-120.48184365883151,505427,Avista
Spokane,Everett,99021,2012,Nissan,Bolt,BEV,88,70807,Eligible,47.18393992135896,-121.85291230086408,552201,Seattle City Light
King,Everett,98660,2016,Hyundai,i3,PHEV,309,47301,Eligible,46.66678743340797,-120.21731770003302,264340,Avista
Clark,Seattle,99661,2023,Hyundai,i3,PHEV,52,30141,Eligible,47.071931948755875,-123.3017724389571,890078,Seattle City Light
Clark,Spokane,99927,2016,Tesla,Leaf,PHEV,113,75946,Eligible,47.49732602643276,-122.64323257226651,810731,Puget Sound Energy
Pierce,Spokane,98301,2023,Nissan,i3,BEV,78,63756,Eligible,47.024562053044484,-117.73716762490184,872411,Tacoma Power
King,Vancouver,99383,2022,Nissan,i3,PHEV,60,38777,Eligible,46.95196397605558,-118.61408151429575,404960,Puget Sound Energy
Pierce,Vancouver,98237,2018,Chevrolet,i3,BEV,146,63346,Not Eligible,48.06453195394657,-120.75135534111594,189460,Tacoma Power
Snohomish,Vancouver,98646,2015,Hyundai,Bolt,PHEV,252,79703,Eligible,47.90056696280263,-120.1385226451548,406256,Tacoma Power
Pierce,Everett,98662,2014,Nissan,i3,PHEV,70,54441,Eligible,48.41644948712547,-121.09500724126015,151048,Avista
Pierce,Spokane,98235,2012,Chevrolet,Kona Electric,BEV,88,72819,Eligible,46.374856434338234,-118.68493086345563,830806,Seattle City Light
Clark,Everett,99759,2023,Ford,i3,BEV,272,53469,Eligible,47.63334978413922,-118.40278333499148,232850,Puget Sound Energy
Clark,Seattle,98202,2019,Chevrolet,i3,PHEV,151,28845,Not Eligible,47.54818174887499,-118.53864626367947,932184,Puget Sound Energy
Clark,Vancouver,98255,2014,BMW,Model 3,BEV,95,69650,Eligible,46.79408233805441,-118.80302378857608,578193,Puget Sound Energy
Snohomish,Everett,98597,2013,Tesla,Bolt,BEV,115,48290,Not Eligible,47.201201396659386,-122.17072179849683,957158,Avista
Clark,Everett,98661,2022,Ford,Leaf,PHEV,140,72015,Eligible,46.598237501570054,-121.30319513493689,836200,Avista
King,Seattle,98234,2015,Ford,Model 3,BEV,213,55699,Not Eligible,45.996455391659445,-120.44600467260611,406932,Avista
Spokane,Tacoma,99368,2014,BMW,Mustang Mach-E,PHEV,160,69252,Eligible,46.248304237319566,-121.34984555572024,366891,Tacoma Power
King,Spokane,98533,2012,Chevrolet,Bolt,BEV,172,58146,Eligible,45.8692977624042,-118.59288869897087,624333,Puget Sound Energy
King,Tacoma,98859,2014,Tesla,Kona Electric,BEV,242,28293,Not Eligible,47.89074351316543,-121.3592020923753,632046,Tacoma Power
Clark,Vancouver,99820,2023,Chevrolet,Bolt,PHEV,148,77481,Eligible,47.81254587588203,-122.60149143589531,879685,Puget Sound Energy
Spokane,Everett,99804,2013,Nissan,Mustang Mach-E,BEV,340,78960,Not Eligible,48.82712230052955,-120.90623706168603,778797,Puget Sound Energy
Spokane,Seattle,99489,2019,Chevrolet,Mustang Mach-E,BEV,208,69398,Not Eligible,48.053874447765345,-117.13055618691453,774945,Seattle City Light
Spokane,Seattle,98769,2017,Ford,Mustang Mach-E,PHEV,152,71428,Eligible,45.68216043564646,-122.03177081593175,240926,Puget Sound Energy
Snohomish,Spokane,98540,2020,Tesla,Leaf,BEV,330,41608,Eligible,48.59485810875134,-119.520968716869,283148,Avista
Clark,Tacoma,98212,2019,Chevrolet,i3,BEV,92,25737,Eligible,48.51936307031004,-120.68567517604191,943382,Avista
Spokane,Spokane,98462,2021,Tesla,Bolt,BEV,133,41619,Not Eligible,47.05162112270445,-123.03834031027938,772709,Avista
Snohomish,Everett,98435,2014,Tesla,i3,PHEV,240,37470,Not Eligible,47.550520676847725,-120.32880206101261,851588,Seattle City Light
Pierce,Spokane,98282,2016,Nissan,i3,PHEV,100,74863,Eligible,48.91627416365382,-118.93593186378597,776708,Seattle City Light
Pierce,Seattle,99585,2018,Nissan,Kona Electric,PHEV,259,47372,Eligible,47.363065273468585,-120.16407015711918,265368,Tacoma Power
Snohomish,Seattle,99630,2016,Ford,Mustang Mach-E,BEV,175,41117,Eligible,48.66862639931632,-117.83131058564723,594496,Puget Sound Energy
Snohomish,Vancouver,99486,2019,BMW,Leaf,PHEV,118,39779,Not Eligible,45.79063565233565,-121.62190939172571,119455,Puget Sound Energy
Clark,Vancouver,99430,2023,Tesla,Kona Electric,BEV,314,76040,Eligible,46.16868154048039,-122.93938038652423,834184,Avista
Clark,Everett,98087,2016,BMW,Model 3,BEV,307,54294,Eligible,47.04264230204461,-117.41232352422296,565139,Avista
Pierce,Tacoma,99067,2012,Ford,Leaf,BEV,237,75411,Not Eligible,47.54664882918057,-121.04172372806657,331897,Avista
Spokane,Spokane,98460,2016,Tesla,i3,PHEV,279,46630,Eligible,48.3567974815198,-119.75336391555139,532509,Avista
Pierce,Everett,98277,2015,Tesla,Leaf,PHEV,238,65039,Eligible,48.95891740300115,-118.35197968015373,592646,Avista
Spokane,Vancouver,99706,2017,Hyundai,Mustang Mach-E,BEV,59,74900,Not Eligible,46.860980237659405,-121.39196118480872,712840,Avista
Spokane,Spokane,98420,2014,BMW,Model 3,BEV,163,37178,Not Eligible,45.6659547264903,-118.84493050184552,932548,Puget Sound Energy
Clark,Vancouver,99724,2022,Chevrolet,Mustang Mach-E,PHEV,125,44935,Eligible,48.304100261533634,-122.61977747618411,482605,Seattle City Light
King,Spokane,99376,2016,Nissan,Model 3,BEV,213,72258,Eligible,47.61533251678983,-121.60659064316421,664772,Avista
King,Tacoma,98695,2013,Chevrolet,Kona Electric,PHEV,134,47784,Eligible,46.19490000603871,-122.55938086511262,443782,Puget Sound Energy
Snohomish,Everett,98514,2022,BMW,i3,BEV,98,48027,Eligible,47.23189959817497,-118.22700137039118,758764,Avista
Clark,Spokane,98702,2017,Nissan,Model 3,BEV,226,56008,Not Eligible,48.098085859368034,-122.0527799710259,268332,Tacoma Power
Spokane,Seattle,99653,2023,Chevrolet,Model 3,BEV,267,71631,Eligible,48.19644125474025,-118.83687688986613,200647,Tacoma Power
King,Seattle,98018,2017,Hyundai,Model 3,BEV,238,26823,Not Eligible,47.248664441995665,-117.36856041790325,689930,Puget Sound Energy
Spokane,Spokane,98022,2016,Nissan,Leaf,PHEV,279,31852,Not Eligible,46.568250855451005,-120.0694806410523,836091,Seattle City Light
King,Spokane,98412,2017,Tesla,Kona Electric,BEV,304,38072,Eligible,48.908099037134726,-119.98981025030552,932441,Tacoma Power
King,Spokane,99053,2022,Chevrolet,Leaf,PHEV,285,36133,Eligible,47.821769138347726,-120.50328180736422,228824,Tacoma Power
King,Seattle,99830,2018,Nissan,i3,BEV,75,40111,Eligible,46.928831317712046,-121.38171406794132,873202,Seattle City Light
Clark,Seattle,98107,2023,Hyundai,Model 3,BEV,121,57312,Not Eligible,46.48162128471628,-120.40824229898804,916037,Tacoma Power
Pierce,Spokane,99390,2016,Nissan,Kona Electric,BEV,310,49161,Not Eligible,48.05886044051247,-119.58175104026607,735167,Avista
Spokane,Vancouver,99304,2012,Nissan,Kona Electric,BEV,303,78384,Eligible,46.347642059578185,-117.09105478089072,745115,Seattle City Light
Clark,Vancouver,99151,2019,Hyundai,Bolt,PHEV,320,64287,Not Eligible,46.10098496140791,-117.40453036443154,367724,Tacoma Power
Clark,Tacoma,99252,2015,Chevrolet,i3,BEV,172,26777,Eligible,47.354418611367244,-117.8960057710947,367544,Seattle City Light
Clark,Everett,99134,2020,Ford,Kona Electric,BEV,193,75374,Not Eligible,46.5149558742545,-117.72065151791843,795003,Avista
Clark,Vancouver,98135,2021,Chevrolet,Model 3,BEV,306,49014,Eligible,47.70116800723265,-120.45898030860172,851545,Tacoma Power
Clark,Seattle,98361,2023,BMW,Model 3,BEV,193,39772,Eligible,45.912785362059815,-119.22661187334649,982464,Puget Sound Energy
Snohomish,Vancouver,99209,2017,Hyundai,Kona Electric,BEV,308,71389,Not Eligible,47.79229386598563,-117.68206630091461,227319,Tacoma Power
Spokane,Tacoma,99679,2012,Chevrolet,Leaf,PHEV,96,69627,Eligible,46.49153784799196,-120.94582002755621,612193,Tacoma Power
Clark,Tacoma,99607,2014,Nissan,i3,BEV,62,43161,Eligible,45.50085027052079,-117.24854389075445,579389,Avista
